"Var1","Freq","predicted_word","score"
"deng",25,"deng",2.63001339728825e-06
"dependence",25,"dependence",2.63001339728825e-06
"deptford",25,"deptford",2.63001339728825e-06
"detainees",25,"detainees",2.63001339728825e-06
"devastation",25,"devastation",2.63001339728825e-06
"devour",25,"devour",2.63001339728825e-06
"disparate",25,"disparate",2.63001339728825e-06
"dogg",25,"dogg",2.63001339728825e-06
"doily",25,"doily",2.63001339728825e-06
"doughnut",25,"doughnut",2.63001339728825e-06
"downed",25,"downed",2.63001339728825e-06
"draped",25,"draped",2.63001339728825e-06
"dreamt",25,"dreamt",2.63001339728825e-06
"dries",25,"dries",2.63001339728825e-06
"dumbest",25,"dumbest",2.63001339728825e-06
"dynasty",25,"dynasty",2.63001339728825e-06
"eachother",25,"eachother",2.63001339728825e-06
"eb",25,"eb",2.63001339728825e-06
"effolessly",25,"effolessly",2.63001339728825e-06
"elmo",25,"elmo",2.63001339728825e-06
"eloquent",25,"eloquent",2.63001339728825e-06
"elves",25,"elves",2.63001339728825e-06
"embellishment",25,"embellishment",2.63001339728825e-06
"embraces",25,"embraces",2.63001339728825e-06
"emo",25,"emo",2.63001339728825e-06
"emphasizing",25,"emphasizing",2.63001339728825e-06
"encompassing",25,"encompassing",2.63001339728825e-06
"endowment",25,"endowment",2.63001339728825e-06
"enhancement",25,"enhancement",2.63001339728825e-06
"epicenter",25,"epicenter",2.63001339728825e-06
"epiphany",25,"epiphany",2.63001339728825e-06
"eps",25,"eps",2.63001339728825e-06
"eta",25,"eta",2.63001339728825e-06
"exiting",25,"exiting",2.63001339728825e-06
"expletive",25,"expletive",2.63001339728825e-06
"extravaganza",25,"extravaganza",2.63001339728825e-06
"extremes",25,"extremes",2.63001339728825e-06
"exxon",25,"exxon",2.63001339728825e-06
"eyeballs",25,"eyeballs",2.63001339728825e-06
"fades",25,"fades",2.63001339728825e-06
"feldman",25,"feldman",2.63001339728825e-06
"fella",25,"fella",2.63001339728825e-06
"fermentation",25,"fermentation",2.63001339728825e-06
"fickle",25,"fickle",2.63001339728825e-06
"fingernails",25,"fingernails",2.63001339728825e-06
"firearm",25,"firearm",2.63001339728825e-06
"fordham",25,"fordham",2.63001339728825e-06
"foreclosed",25,"foreclosed",2.63001339728825e-06
"fraternity",25,"fraternity",2.63001339728825e-06
"frosty",25,"frosty",2.63001339728825e-06
"gabbe",25,"gabbe",2.63001339728825e-06
"galore",25,"galore",2.63001339728825e-06
"geo",25,"geo",2.63001339728825e-06
"giffords",25,"giffords",2.63001339728825e-06
"giggled",25,"giggled",2.63001339728825e-06
"goddard",25,"goddard",2.63001339728825e-06
"godly",25,"godly",2.63001339728825e-06
"gospels",25,"gospels",2.63001339728825e-06
"greensboro",25,"greensboro",2.63001339728825e-06
"grips",25,"grips",2.63001339728825e-06
"groovy",25,"groovy",2.63001339728825e-06
"grueling",25,"grueling",2.63001339728825e-06
"gubernatorial",25,"gubernatorial",2.63001339728825e-06
"gud",25,"gud",2.63001339728825e-06
"hacker",25,"hacker",2.63001339728825e-06
"hanks",25,"hanks",2.63001339728825e-06
"helper",25,"helper",2.63001339728825e-06
"hesitated",25,"hesitated",2.63001339728825e-06
"hijacked",25,"hijacked",2.63001339728825e-06
"hillis",25,"hillis",2.63001339728825e-06
"hines",25,"hines",2.63001339728825e-06
"hoax",25,"hoax",2.63001339728825e-06
"horrid",25,"horrid",2.63001339728825e-06
"hostility",25,"hostility",2.63001339728825e-06
"howe",25,"howe",2.63001339728825e-06
"humming",25,"humming",2.63001339728825e-06
"hunch",25,"hunch",2.63001339728825e-06
"hunts",25,"hunts",2.63001339728825e-06
"hypocrite",25,"hypocrite",2.63001339728825e-06
"hypocritical",25,"hypocritical",2.63001339728825e-06
"iceberg",25,"iceberg",2.63001339728825e-06
"icelandic",25,"icelandic",2.63001339728825e-06
"ifthey",25,"ifthey",2.63001339728825e-06
"imitation",25,"imitation",2.63001339728825e-06
"immersion",25,"immersion",2.63001339728825e-06
"implication",25,"implication",2.63001339728825e-06
"improbable",25,"improbable",2.63001339728825e-06
"indexes",25,"indexes",2.63001339728825e-06
"inexperienced",25,"inexperienced",2.63001339728825e-06
"infinitely",25,"infinitely",2.63001339728825e-06
"injected",25,"injected",2.63001339728825e-06
"inky",25,"inky",2.63001339728825e-06
"instinctively",25,"instinctively",2.63001339728825e-06
"insured",25,"insured",2.63001339728825e-06
"intensified",25,"intensified",2.63001339728825e-06
"interchange",25,"interchange",2.63001339728825e-06
"inventive",25,"inventive",2.63001339728825e-06
"irl",25,"irl",2.63001339728825e-06
"isfor",25,"isfor",2.63001339728825e-06
"ispretty",25,"ispretty",2.63001339728825e-06
"jalapeno",25,"jalapeno",2.63001339728825e-06
"jaws",25,"jaws",2.63001339728825e-06
"jello",25,"jello",2.63001339728825e-06
"jerks",25,"jerks",2.63001339728825e-06
"joanne",25,"joanne",2.63001339728825e-06
"jonny",25,"jonny",2.63001339728825e-06
"jorda",25,"jorda",2.63001339728825e-06
"kegs",25,"kegs",2.63001339728825e-06
"kendrick",25,"kendrick",2.63001339728825e-06
"keystone",25,"keystone",2.63001339728825e-06
"knack",25,"knack",2.63001339728825e-06
"knoxville",25,"knoxville",2.63001339728825e-06
"lads",25,"lads",2.63001339728825e-06
"lamarcus",25,"lamarcus",2.63001339728825e-06
"lasagna",25,"lasagna",2.63001339728825e-06
"leans",25,"leans",2.63001339728825e-06
"lengthwise",25,"lengthwise",2.63001339728825e-06
"lessen",25,"lessen",2.63001339728825e-06
"letterman",25,"letterman",2.63001339728825e-06
"leveled",25,"leveled",2.63001339728825e-06
"lightening",25,"lightening",2.63001339728825e-06
"lilac",25,"lilac",2.63001339728825e-06
"limitless",25,"limitless",2.63001339728825e-06
"littered",25,"littered",2.63001339728825e-06
"lofty",25,"lofty",2.63001339728825e-06
"loner",25,"loner",2.63001339728825e-06
"loot",25,"loot",2.63001339728825e-06
"lube",25,"lube",2.63001339728825e-06
"lured",25,"lured",2.63001339728825e-06
"mailbox",25,"mailbox",2.63001339728825e-06
"manor",25,"manor",2.63001339728825e-06
"marathons",25,"marathons",2.63001339728825e-06
"marshal",25,"marshal",2.63001339728825e-06
"massey",25,"massey",2.63001339728825e-06
"mastermind",25,"mastermind",2.63001339728825e-06
"matinee",25,"matinee",2.63001339728825e-06
"maureen",25,"maureen",2.63001339728825e-06
"meatloaf",25,"meatloaf",2.63001339728825e-06
"medalist",25,"medalist",2.63001339728825e-06
"metres",25,"metres",2.63001339728825e-06
"milestones",25,"milestones",2.63001339728825e-06
"milky",25,"milky",2.63001339728825e-06
"moals",25,"moals",2.63001339728825e-06
"molasses",25,"molasses",2.63001339728825e-06
"mornin",25,"mornin",2.63001339728825e-06
"mozeliak",25,"mozeliak",2.63001339728825e-06
"neva",25,"neva",2.63001339728825e-06
"nile",25,"nile",2.63001339728825e-06
"nohbound",25,"nohbound",2.63001339728825e-06
"notever",25,"notever",2.63001339728825e-06
"notexist",25,"notexist",2.63001339728825e-06
"notifications",25,"notifications",2.63001339728825e-06
"notlove",25,"notlove",2.63001339728825e-06
"notpay",25,"notpay",2.63001339728825e-06
"notwatch",25,"notwatch",2.63001339728825e-06
"nudity",25,"nudity",2.63001339728825e-06
"nutella",25,"nutella",2.63001339728825e-06
"oakville",25,"oakville",2.63001339728825e-06
"ob",25,"ob",2.63001339728825e-06
"occupancy",25,"occupancy",2.63001339728825e-06
"oj",25,"oj",2.63001339728825e-06
"onboard",25,"onboard",2.63001339728825e-06
"orchestrated",25,"orchestrated",2.63001339728825e-06
"oregonians",25,"oregonians",2.63001339728825e-06
"ornament",25,"ornament",2.63001339728825e-06
"ovehrow",25,"ovehrow",2.63001339728825e-06
"overcame",25,"overcame",2.63001339728825e-06
"ow",25,"ow",2.63001339728825e-06
"paing",25,"paing",2.63001339728825e-06
"painless",25,"painless",2.63001339728825e-06
"paradigm",25,"paradigm",2.63001339728825e-06
"parliamentary",25,"parliamentary",2.63001339728825e-06
"parsippany",25,"parsippany",2.63001339728825e-06
"patel",25,"patel",2.63001339728825e-06
"pegged",25,"pegged",2.63001339728825e-06
"peh",25,"peh",2.63001339728825e-06
"peppermint",25,"peppermint",2.63001339728825e-06
"persist",25,"persist",2.63001339728825e-06
"pho",25,"pho",2.63001339728825e-06
"pietrangelo",25,"pietrangelo",2.63001339728825e-06
"pillars",25,"pillars",2.63001339728825e-06
"pipelines",25,"pipelines",2.63001339728825e-06
"polk",25,"polk",2.63001339728825e-06
"ponytail",25,"ponytail",2.63001339728825e-06
"posh",25,"posh",2.63001339728825e-06
"positivity",25,"positivity",2.63001339728825e-06
"premieres",25,"premieres",2.63001339728825e-06
"prez",25,"prez",2.63001339728825e-06
"profitability",25,"profitability",2.63001339728825e-06
"prominence",25,"prominence",2.63001339728825e-06
"prominently",25,"prominently",2.63001339728825e-06
"prosecuted",25,"prosecuted",2.63001339728825e-06
"provoked",25,"provoked",2.63001339728825e-06
"punter",25,"punter",2.63001339728825e-06
"radiohead",25,"radiohead",2.63001339728825e-06
"radius",25,"radius",2.63001339728825e-06
"rants",25,"rants",2.63001339728825e-06
"rattle",25,"rattle",2.63001339728825e-06
"reboot",25,"reboot",2.63001339728825e-06
"recharge",25,"recharge",2.63001339728825e-06
"recognised",25,"recognised",2.63001339728825e-06
"recollection",25,"recollection",2.63001339728825e-06
"redeem",25,"redeem",2.63001339728825e-06
"reef",25,"reef",2.63001339728825e-06
"relentlessly",25,"relentlessly",2.63001339728825e-06
"reliant",25,"reliant",2.63001339728825e-06
"relocating",25,"relocating",2.63001339728825e-06
"relocation",25,"relocation",2.63001339728825e-06
"renovate",25,"renovate",2.63001339728825e-06
"renters",25,"renters",2.63001339728825e-06
"repealed",25,"repealed",2.63001339728825e-06
"residences",25,"residences",2.63001339728825e-06
"retaliation",25,"retaliation",2.63001339728825e-06
"rosy",25,"rosy",2.63001339728825e-06
"rotate",25,"rotate",2.63001339728825e-06
"royce",25,"royce",2.63001339728825e-06
"sabbath",25,"sabbath",2.63001339728825e-06
"saison",25,"saison",2.63001339728825e-06
"sal",25,"sal",2.63001339728825e-06
"sampled",25,"sampled",2.63001339728825e-06
"scioscia",25,"scioscia",2.63001339728825e-06
"sculptor",25,"sculptor",2.63001339728825e-06
"seismic",25,"seismic",2.63001339728825e-06
"sens",25,"sens",2.63001339728825e-06
"serena",25,"serena",2.63001339728825e-06
"severed",25,"severed",2.63001339728825e-06
"sexiest",25,"sexiest",2.63001339728825e-06
"sheldon",25,"sheldon",2.63001339728825e-06
"shenanigans",25,"shenanigans",2.63001339728825e-06
"shooters",25,"shooters",2.63001339728825e-06
"shrunk",25,"shrunk",2.63001339728825e-06
"sightings",25,"sightings",2.63001339728825e-06
"skateboard",25,"skateboard",2.63001339728825e-06
"skittles",25,"skittles",2.63001339728825e-06
"slander",25,"slander",2.63001339728825e-06
"smdh",25,"smdh",2.63001339728825e-06
"smitten",25,"smitten",2.63001339728825e-06
"sobriety",25,"sobriety",2.63001339728825e-06
"sofia",25,"sofia",2.63001339728825e-06
"solon",25,"solon",2.63001339728825e-06
"solstice",25,"solstice",2.63001339728825e-06
"spamming",25,"spamming",2.63001339728825e-06
"sparse",25,"sparse",2.63001339728825e-06
"speculated",25,"speculated",2.63001339728825e-06
"spielberg",25,"spielberg",2.63001339728825e-06
"sprout",25,"sprout",2.63001339728825e-06
"stafford",25,"stafford",2.63001339728825e-06
"stationed",25,"stationed",2.63001339728825e-06
"steph",25,"steph",2.63001339728825e-06
"stereotypical",25,"stereotypical",2.63001339728825e-06
"steward",25,"steward",2.63001339728825e-06
"stimulating",25,"stimulating",2.63001339728825e-06
"stinks",25,"stinks",2.63001339728825e-06
"stoke",25,"stoke",2.63001339728825e-06
"straws",25,"straws",2.63001339728825e-06
"summed",25,"summed",2.63001339728825e-06
"summon",25,"summon",2.63001339728825e-06
"tanya",25,"tanya",2.63001339728825e-06
"taxing",25,"taxing",2.63001339728825e-06
"tba",25,"tba",2.63001339728825e-06
"tbh",25,"tbh",2.63001339728825e-06
"templates",25,"templates",2.63001339728825e-06
"terminals",25,"terminals",2.63001339728825e-06
"theycould",25,"theycould",2.63001339728825e-06
"tijuana",25,"tijuana",2.63001339728825e-06
"tilt",25,"tilt",2.63001339728825e-06
"timid",25,"timid",2.63001339728825e-06
"tinyurl",25,"tinyurl",2.63001339728825e-06
"toothbrush",25,"toothbrush",2.63001339728825e-06
"toothpaste",25,"toothpaste",2.63001339728825e-06
"topps",25,"topps",2.63001339728825e-06
"transcripts",25,"transcripts",2.63001339728825e-06
"transplants",25,"transplants",2.63001339728825e-06
"trippin",25,"trippin",2.63001339728825e-06
"trojans",25,"trojans",2.63001339728825e-06
"truman",25,"truman",2.63001339728825e-06
"tumble",25,"tumble",2.63001339728825e-06
"tweetdeck",25,"tweetdeck",2.63001339728825e-06
"ucf",25,"ucf",2.63001339728825e-06
"uhm",25,"uhm",2.63001339728825e-06
"unconditional",25,"unconditional",2.63001339728825e-06
"undead",25,"undead",2.63001339728825e-06
"undergrad",25,"undergrad",2.63001339728825e-06
"unintended",25,"unintended",2.63001339728825e-06
"unleash",25,"unleash",2.63001339728825e-06
"unnecessarily",25,"unnecessarily",2.63001339728825e-06
"unprepared",25,"unprepared",2.63001339728825e-06
"unspecified",25,"unspecified",2.63001339728825e-06
"unveiling",25,"unveiling",2.63001339728825e-06
"uptick",25,"uptick",2.63001339728825e-06
"upwards",25,"upwards",2.63001339728825e-06
"ussta",25,"ussta",2.63001339728825e-06
"vail",25,"vail",2.63001339728825e-06
"vibration",25,"vibration",2.63001339728825e-06
"vigor",25,"vigor",2.63001339728825e-06
"violinist",25,"violinist",2.63001339728825e-06
"vulgar",25,"vulgar",2.63001339728825e-06
"wannabe",25,"wannabe",2.63001339728825e-06
"waterloo",25,"waterloo",2.63001339728825e-06
"watkins",25,"watkins",2.63001339728825e-06
"weeding",25,"weeding",2.63001339728825e-06
"wetlands",25,"wetlands",2.63001339728825e-06
"whenhe",25,"whenhe",2.63001339728825e-06
"whoo",25,"whoo",2.63001339728825e-06
"worsened",25,"worsened",2.63001339728825e-06
"wrench",25,"wrench",2.63001339728825e-06
"wrestled",25,"wrestled",2.63001339728825e-06
"ww",25,"ww",2.63001339728825e-06
"xox",25,"xox",2.63001339728825e-06
"xoxoxo",25,"xoxoxo",2.63001339728825e-06
"youwhould",25,"youwhould",2.63001339728825e-06
"zuckerberg",25,"zuckerberg",2.63001339728825e-06
"aarp",24,"aarp",2.52481286139672e-06
"abandoning",24,"abandoning",2.52481286139672e-06
"abdominal",24,"abdominal",2.52481286139672e-06
"aberdeen",24,"aberdeen",2.52481286139672e-06
"abiding",24,"abiding",2.52481286139672e-06
"accusation",24,"accusation",2.52481286139672e-06
"actuality",24,"actuality",2.52481286139672e-06
"aerospace",24,"aerospace",2.52481286139672e-06
"aery",24,"aery",2.52481286139672e-06
"affirmation",24,"affirmation",2.52481286139672e-06
"agave",24,"agave",2.52481286139672e-06
"aioli",24,"aioli",2.52481286139672e-06
"airy",24,"airy",2.52481286139672e-06
"ambassadors",24,"ambassadors",2.52481286139672e-06
"ambient",24,"ambient",2.52481286139672e-06
"analog",24,"analog",2.52481286139672e-06
"ancestry",24,"ancestry",2.52481286139672e-06
"announcers",24,"announcers",2.52481286139672e-06
"anonymously",24,"anonymously",2.52481286139672e-06
"apeure",24,"apeure",2.52481286139672e-06
"approximate",24,"approximate",2.52481286139672e-06
"ariel",24,"ariel",2.52481286139672e-06
"aristotle",24,"aristotle",2.52481286139672e-06
"armour",24,"armour",2.52481286139672e-06
"arugula",24,"arugula",2.52481286139672e-06
"astounding",24,"astounding",2.52481286139672e-06
"atrium",24,"atrium",2.52481286139672e-06
"att",24,"att",2.52481286139672e-06
"attain",24,"attain",2.52481286139672e-06
"attribute",24,"attribute",2.52481286139672e-06
"avocados",24,"avocados",2.52481286139672e-06
"backes",24,"backes",2.52481286139672e-06
"badges",24,"badges",2.52481286139672e-06
"bak",24,"bak",2.52481286139672e-06
"barrage",24,"barrage",2.52481286139672e-06
"berman",24,"berman",2.52481286139672e-06
"bihing",24,"bihing",2.52481286139672e-06
"biker",24,"biker",2.52481286139672e-06
"bldg",24,"bldg",2.52481286139672e-06
"blinded",24,"blinded",2.52481286139672e-06
"bolts",24,"bolts",2.52481286139672e-06
"bookshop",24,"bookshop",2.52481286139672e-06
"boomer",24,"boomer",2.52481286139672e-06
"boozer",24,"boozer",2.52481286139672e-06
"bouta",24,"bouta",2.52481286139672e-06
"bowed",24,"bowed",2.52481286139672e-06
"brainstorming",24,"brainstorming",2.52481286139672e-06
"breadth",24,"breadth",2.52481286139672e-06
"brethren",24,"brethren",2.52481286139672e-06
"broadcasters",24,"broadcasters",2.52481286139672e-06
"buckle",24,"buckle",2.52481286139672e-06
"bucs",24,"bucs",2.52481286139672e-06
"buttered",24,"buttered",2.52481286139672e-06
"callers",24,"callers",2.52481286139672e-06
"caon",24,"caon",2.52481286139672e-06
"caption",24,"caption",2.52481286139672e-06
"cashier",24,"cashier",2.52481286139672e-06
"caterpillar",24,"caterpillar",2.52481286139672e-06
"celebratory",24,"celebratory",2.52481286139672e-06
"cerf",24,"cerf",2.52481286139672e-06
"challengers",24,"challengers",2.52481286139672e-06
"chubby",24,"chubby",2.52481286139672e-06
"claw",24,"claw",2.52481286139672e-06
"clearwater",24,"clearwater",2.52481286139672e-06
"clientele",24,"clientele",2.52481286139672e-06
"clinched",24,"clinched",2.52481286139672e-06
"cloak",24,"cloak",2.52481286139672e-06
"clove",24,"clove",2.52481286139672e-06
"cmon",24,"cmon",2.52481286139672e-06
"colombian",24,"colombian",2.52481286139672e-06
"comical",24,"comical",2.52481286139672e-06
"commemorate",24,"commemorate",2.52481286139672e-06
"composure",24,"composure",2.52481286139672e-06
"concussions",24,"concussions",2.52481286139672e-06
"confiscated",24,"confiscated",2.52481286139672e-06
"confronting",24,"confronting",2.52481286139672e-06
"conserve",24,"conserve",2.52481286139672e-06
"consolidate",24,"consolidate",2.52481286139672e-06
"contradiction",24,"contradiction",2.52481286139672e-06
"cooke",24,"cooke",2.52481286139672e-06
"corny",24,"corny",2.52481286139672e-06
"councilwoman",24,"councilwoman",2.52481286139672e-06
"cr",24,"cr",2.52481286139672e-06
"crafters",24,"crafters",2.52481286139672e-06
"crater",24,"crater",2.52481286139672e-06
"crayons",24,"crayons",2.52481286139672e-06
"creeps",24,"creeps",2.52481286139672e-06
"creve",24,"creve",2.52481286139672e-06
"crossings",24,"crossings",2.52481286139672e-06
"crows",24,"crows",2.52481286139672e-06
"culminating",24,"culminating",2.52481286139672e-06
"currie",24,"currie",2.52481286139672e-06
"davey",24,"davey",2.52481286139672e-06
"dawkins",24,"dawkins",2.52481286139672e-06
"dawned",24,"dawned",2.52481286139672e-06
"deb",24,"deb",2.52481286139672e-06
"dekalb",24,"dekalb",2.52481286139672e-06
"delusion",24,"delusion",2.52481286139672e-06
"destroys",24,"destroys",2.52481286139672e-06
"deter",24,"deter",2.52481286139672e-06
"deteriorating",24,"deteriorating",2.52481286139672e-06
"dhs",24,"dhs",2.52481286139672e-06
"diabetic",24,"diabetic",2.52481286139672e-06
"disagrees",24,"disagrees",2.52481286139672e-06
"dishonest",24,"dishonest",2.52481286139672e-06
"disposition",24,"disposition",2.52481286139672e-06
"disrupted",24,"disrupted",2.52481286139672e-06
"dissident",24,"dissident",2.52481286139672e-06
"distilled",24,"distilled",2.52481286139672e-06
"distoed",24,"distoed",2.52481286139672e-06
"distraught",24,"distraught",2.52481286139672e-06
"dripping",24,"dripping",2.52481286139672e-06
"drooling",24,"drooling",2.52481286139672e-06
"duluth",24,"duluth",2.52481286139672e-06
"dupont",24,"dupont",2.52481286139672e-06
"dwayne",24,"dwayne",2.52481286139672e-06
"econ",24,"econ",2.52481286139672e-06
"edgy",24,"edgy",2.52481286139672e-06
"eerie",24,"eerie",2.52481286139672e-06
"elm",24,"elm",2.52481286139672e-06
"enormously",24,"enormously",2.52481286139672e-06
"ensuing",24,"ensuing",2.52481286139672e-06
"ent",24,"ent",2.52481286139672e-06
"entice",24,"entice",2.52481286139672e-06
"epilepsy",24,"epilepsy",2.52481286139672e-06
"ethiopia",24,"ethiopia",2.52481286139672e-06
"ev",24,"ev",2.52481286139672e-06
"evicted",24,"evicted",2.52481286139672e-06
"exaggeration",24,"exaggeration",2.52481286139672e-06
"exclaimed",24,"exclaimed",2.52481286139672e-06
"excursion",24,"excursion",2.52481286139672e-06
"executing",24,"executing",2.52481286139672e-06
"exposes",24,"exposes",2.52481286139672e-06
"extinct",24,"extinct",2.52481286139672e-06
"facets",24,"facets",2.52481286139672e-06
"faithfulness",24,"faithfulness",2.52481286139672e-06
"famer",24,"famer",2.52481286139672e-06
"fashions",24,"fashions",2.52481286139672e-06
"fasting",24,"fasting",2.52481286139672e-06
"fathom",24,"fathom",2.52481286139672e-06
"faulkner",24,"faulkner",2.52481286139672e-06
"faye",24,"faye",2.52481286139672e-06
"feilizer",24,"feilizer",2.52481286139672e-06
"fetal",24,"fetal",2.52481286139672e-06
"fiddle",24,"fiddle",2.52481286139672e-06
"fiercely",24,"fiercely",2.52481286139672e-06
"fiorina",24,"fiorina",2.52481286139672e-06
"flemington",24,"flemington",2.52481286139672e-06
"folders",24,"folders",2.52481286139672e-06
"followback",24,"followback",2.52481286139672e-06
"footnote",24,"footnote",2.52481286139672e-06
"footprints",24,"footprints",2.52481286139672e-06
"forceful",24,"forceful",2.52481286139672e-06
"fragments",24,"fragments",2.52481286139672e-06
"frankenstein",24,"frankenstein",2.52481286139672e-06
"frankfu",24,"frankfu",2.52481286139672e-06
"fraser",24,"fraser",2.52481286139672e-06
"freeing",24,"freeing",2.52481286139672e-06
"fresher",24,"fresher",2.52481286139672e-06
"frosted",24,"frosted",2.52481286139672e-06
"fullness",24,"fullness",2.52481286139672e-06
"fundamentalist",24,"fundamentalist",2.52481286139672e-06
"funnel",24,"funnel",2.52481286139672e-06
"fy",24,"fy",2.52481286139672e-06
"geeky",24,"geeky",2.52481286139672e-06
"generational",24,"generational",2.52481286139672e-06
"gillian",24,"gillian",2.52481286139672e-06
"giroux",24,"giroux",2.52481286139672e-06
"glam",24,"glam",2.52481286139672e-06
"gong",24,"gong",2.52481286139672e-06
"gorge",24,"gorge",2.52481286139672e-06
"goth",24,"goth",2.52481286139672e-06
"gpa",24,"gpa",2.52481286139672e-06
"grandeur",24,"grandeur",2.52481286139672e-06
"granger",24,"granger",2.52481286139672e-06
"greenway",24,"greenway",2.52481286139672e-06
"grooming",24,"grooming",2.52481286139672e-06
"grub",24,"grub",2.52481286139672e-06
"grumble",24,"grumble",2.52481286139672e-06
"guan",24,"guan",2.52481286139672e-06
"gus",24,"gus",2.52481286139672e-06
"hackers",24,"hackers",2.52481286139672e-06
"hafner",24,"hafner",2.52481286139672e-06
"haircuts",24,"haircuts",2.52481286139672e-06
"halen",24,"halen",2.52481286139672e-06
"handbag",24,"handbag",2.52481286139672e-06
"hanger",24,"hanger",2.52481286139672e-06
"hanover",24,"hanover",2.52481286139672e-06
"hardened",24,"hardened",2.52481286139672e-06
"harrington",24,"harrington",2.52481286139672e-06
"haste",24,"haste",2.52481286139672e-06
"hastily",24,"hastily",2.52481286139672e-06
"hawking",24,"hawking",2.52481286139672e-06
"headband",24,"headband",2.52481286139672e-06
"healess",24,"healess",2.52481286139672e-06
"helena",24,"helena",2.52481286139672e-06
"hex",24,"hex",2.52481286139672e-06
"hickey",24,"hickey",2.52481286139672e-06
"hickory",24,"hickory",2.52481286139672e-06
"hittin",24,"hittin",2.52481286139672e-06
"hive",24,"hive",2.52481286139672e-06
"holden",24,"holden",2.52481286139672e-06
"holistic",24,"holistic",2.52481286139672e-06
"honduras",24,"honduras",2.52481286139672e-06
"huey",24,"huey",2.52481286139672e-06
"humphrey",24,"humphrey",2.52481286139672e-06
"hungarian",24,"hungarian",2.52481286139672e-06
"hungary",24,"hungary",2.52481286139672e-06
"hurley",24,"hurley",2.52481286139672e-06
"huron",24,"huron",2.52481286139672e-06
"illusions",24,"illusions",2.52481286139672e-06
"imaginations",24,"imaginations",2.52481286139672e-06
"infielder",24,"infielder",2.52481286139672e-06
"informs",24,"informs",2.52481286139672e-06
"infuse",24,"infuse",2.52481286139672e-06
"ingenuity",24,"ingenuity",2.52481286139672e-06
"insistence",24,"insistence",2.52481286139672e-06
"interiors",24,"interiors",2.52481286139672e-06
"intrusive",24,"intrusive",2.52481286139672e-06
"inventions",24,"inventions",2.52481286139672e-06
"inventor",24,"inventor",2.52481286139672e-06
"irwin",24,"irwin",2.52481286139672e-06
"ismore",24,"ismore",2.52481286139672e-06
"itd",24,"itd",2.52481286139672e-06
"jd",24,"jd",2.52481286139672e-06
"jeld",24,"jeld",2.52481286139672e-06
"joaquin",24,"joaquin",2.52481286139672e-06
"joes",24,"joes",2.52481286139672e-06
"jorgan",24,"jorgan",2.52481286139672e-06
"journeys",24,"journeys",2.52481286139672e-06
"kaufman",24,"kaufman",2.52481286139672e-06
"ki",24,"ki",2.52481286139672e-06
"krishna",24,"krishna",2.52481286139672e-06
"kush",24,"kush",2.52481286139672e-06
"lamichael",24,"lamichael",2.52481286139672e-06
"lara",24,"lara",2.52481286139672e-06
"lawns",24,"lawns",2.52481286139672e-06
"lazarus",24,"lazarus",2.52481286139672e-06
"lcd",24,"lcd",2.52481286139672e-06
"leases",24,"leases",2.52481286139672e-06
"legitimately",24,"legitimately",2.52481286139672e-06
"leisurely",24,"leisurely",2.52481286139672e-06
"leonardo",24,"leonardo",2.52481286139672e-06
"lifetimes",24,"lifetimes",2.52481286139672e-06
"lima",24,"lima",2.52481286139672e-06
"linky",24,"linky",2.52481286139672e-06
"liqueur",24,"liqueur",2.52481286139672e-06
"listenin",24,"listenin",2.52481286139672e-06
"loki",24,"loki",2.52481286139672e-06
"longs",24,"longs",2.52481286139672e-06
"macomb",24,"macomb",2.52481286139672e-06
"mahatma",24,"mahatma",2.52481286139672e-06
"majestic",24,"majestic",2.52481286139672e-06
"maloney",24,"maloney",2.52481286139672e-06
"maloof",24,"maloof",2.52481286139672e-06
"mammals",24,"mammals",2.52481286139672e-06
"mania",24,"mania",2.52481286139672e-06
"manic",24,"manic",2.52481286139672e-06
"marcia",24,"marcia",2.52481286139672e-06
"marcy",24,"marcy",2.52481286139672e-06
"marshmallows",24,"marshmallows",2.52481286139672e-06
"masterful",24,"masterful",2.52481286139672e-06
"matte",24,"matte",2.52481286139672e-06
"maxx",24,"maxx",2.52481286139672e-06
"mckenzie",24,"mckenzie",2.52481286139672e-06
"melancholy",24,"melancholy",2.52481286139672e-06
"melodic",24,"melodic",2.52481286139672e-06
"menace",24,"menace",2.52481286139672e-06
"merged",24,"merged",2.52481286139672e-06
"metadata",24,"metadata",2.52481286139672e-06
"mickelson",24,"mickelson",2.52481286139672e-06
"mogul",24,"mogul",2.52481286139672e-06
"momentwhen",24,"momentwhen",2.52481286139672e-06
"monaco",24,"monaco",2.52481286139672e-06
"monsoon",24,"monsoon",2.52481286139672e-06
"monumental",24,"monumental",2.52481286139672e-06
"moonlight",24,"moonlight",2.52481286139672e-06
"moons",24,"moons",2.52481286139672e-06
"motivates",24,"motivates",2.52481286139672e-06
"movers",24,"movers",2.52481286139672e-06
"mulch",24,"mulch",2.52481286139672e-06
"mullen",24,"mullen",2.52481286139672e-06
"multiculturalism",24,"multiculturalism",2.52481286139672e-06
"mustangs",24,"mustangs",2.52481286139672e-06
"natasha",24,"natasha",2.52481286139672e-06
"newarks",24,"newarks",2.52481286139672e-06
"ninjas",24,"ninjas",2.52481286139672e-06
"notfit",24,"notfit",2.52481286139672e-06
"notkeep",24,"notkeep",2.52481286139672e-06
"notread",24,"notread",2.52481286139672e-06
"nuff",24,"nuff",2.52481286139672e-06
